"관리기관명",소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치년월,관리기관전화번호,위도,경도,데이터기준일자
"부산광역시",부산광역시 서구 보수대로320번길 71,부산광역시 서구 서대신동3가 61-79,다목적,1,200,100m이내,30,2014-01,051-888-2991,35.121709,129.015211,2018-04-30
"부산광역시",부산광역시 수영구 남천동로 46,부산광역시 수영구 남천2동 148-28,다목적,1,200,100m이내,30,2014-01,051-888-2991,35.169483,129.111100,2018-04-30
"부산광역시",부산광역시 수영구 남천동로24번길 30,부산광역시 수영구 남천1동 21-9,다목적,1,200,100m이내,30,2014-01,051-888-2991,35.169483,129.111100,2018-04-30
"부산광역시",부산광역시 수영구 남천동로 21,부산광역시 수영구 남천1동 148-46,다목적,1,200,100m이내,30,2014-01,051-888-2991,35.169483,129.111100,2018-04-30
"부산광역시",부산광역시 수영구 황령산로7번길 3,부산광역시 수영구 남천1동 52-1,다목적,1,200,100m이내,30,2014-01,051-888-2991,35.169483,129.111100,2018-04-30
"부산광역시",부산광역시 수영구 황령산로7번길 78,부산광역시 수영구 남천1동 65-14,다목적,1,200,100m이내,30,2014-01,051-888-2991,35.169483,129.111100,2018-04-30
"부산광역시",부산광역시 수영구 황령대로497번길 23,부산광역시 수영구 남천1동 556-30,다목적,1,200,100m이내,30,2014-01,051-888-2991,35.169483,129.111100,2018-04-30
"부산광역시",부산광역시 수영구 수영로383번가길 6,부산광역시 수영구 남천1동 390-3,다목적,1,200,100m이내,30,2014-01,051-888-2991,35.169483,129.111100,2018-04-30
"부산광역시",부산광역시 수영구 민락로13번길 2,부산광역시 수영구 민락동 173-21,다목적,1,200,100m이내,30,2014-01,051-888-2991,35.170220,129.115705,2018-04-30
"부산광역시",부산광역시 수영구 감포로12번길 26,부산광역시 수영구 민락동 158-1,다목적,1,200,100m이내,30,2014-01,051-888-2991,35.170220,129.115705,2018-04-30
"부산광역시",부산광역시 수영구 무학로63번길 62,부산광역시 수영구 민락동 145-28,다목적,1,200,100m이내,30,2014-01,051-888-2991,35.170220,129.115705,2018-04-30
"부산광역시",부산광역시 수영구 호암로 30,부산광역시 수영구 광안4동 732,다목적,1,200,100m이내,30,2014-01,051-888-2991,35.170220,129.115705,2018-04-30
"부산광역시",부산광역시 수영구 호암로29번길 17,부산광역시 수영구 광안4동 772-46,다목적,1,200,100m이내,30,2014-01,051-888-2991,35.170220,129.115705,2018-04-30
"부산광역시",부산광역시 수영구 호암로29번가길 48,부산광역시 수영구 광안4동 1240-28,다목적,1,200,100m이내,30,2014-01,051-888-2991,35.170220,129.115705,2018-04-30
"부산광역시",부산광역시 수영구 무학로9번길 141,부산광역시 수영구 광안3동 50-2,다목적,1,200,100m이내,30,2014-01,051-888-2991,35.170220,129.115705,2018-04-30
"부산광역시",부산광역시 수영구 망미번영로 9-4,부산광역시 수영구 광안3동 931-22,다목적,1,200,100m이내,30,2014-01,051-888-2991,35.170220,129.115705,2018-04-30
"부산광역시",부산광역시 수영구 수영로679번길 9,부산광역시 수영구 광안3동 1077-25,다목적,1,200,100m이내,30,2014-01,051-888-2991,35.170220,129.115705,2018-04-30
"부산광역시",부산광역시 수영구 수영로588번길 65,부산광역시 수영구 광안2동 155-19,다목적,1,200,100m이내,30,2014-01,051-888-2991,35.170220,129.115705,2018-04-30
"부산광역시",부산광역시 수영구 남천바다로15번길 67,부산광역시 수영구 광안2동 179-7,다목적,1,200,100m이내,30,2014-01,051-888-2991,35.170220,129.115705,2018-04-30
"부산광역시",부산광역시 수영구 무학로33번길 21,부산광역시 수영구 광안1동 112-33,다목적,1,200,100m이내,30,2014-01,051-888-2991,35.170220,129.115705,2018-04-30
"부산광역시",부산광역시 수영구 수영로636번길 82,부산광역시 수영구 광안1동 108-3,다목적,1,200,100m이내,30,2014-01,051-888-2991,35.170220,129.115705,2018-04-30
"부산광역시",부산광역시 수영구 광일로29번길 16,부산광역시 수영구 광안1동 535-1,다목적,1,200,100m이내,30,2014-01,051-888-2991,35.170220,129.115705,2018-04-30
"부산광역시",부산광역시 수영구 과정로56번길 35,부산광역시 수영구 망미2동 410-17,다목적,1,200,100m이내,30,2014-01,051-888-2991,35.170220,129.115705,2018-04-30
"부산광역시",부산광역시 수영구 좌수영로 139-7,부산광역시 수영구 망미2동 206-1,다목적,1,200,100m이내,30,2014-01,051-888-2991,35.170220,129.115705,2018-04-30
"부산광역시",부산광역시 수영구 연수로282번길 54,부산광역시 수영구 망미1동 809-15,다목적,1,200,100m이내,30,2014-01,051-888-2991,35.170220,129.115705,2018-04-30
"부산광역시",부산광역시 수영구 연수로336번길 48,부산광역시 수영구 망미1동 795-11,다목적,1,200,100m이내,30,2014-01,051-888-2991,35.170220,129.115705,2018-04-30
"부산광역시",부산광역시 수영구 연수로241번길 30,부산광역시 수영구 망미1동 963-50,다목적,1,200,100m이내,30,2014-01,051-888-2991,35.170220,129.115705,2018-04-30
"부산광역시",부산광역시 수영구 망미배산로24번길 65,부산광역시 수영구 망미1동 453-38,다목적,1,200,100m이내,30,2014-01,051-888-2991,35.170220,129.115705,2018-04-30
"부산광역시",부산광역시 수영구 망미배산로76번가길 26-19,부산광역시 수영구 망미1동 880-3,다목적,1,200,100m이내,30,2014-01,051-888-2991,35.170220,129.115705,2018-04-30
"부산광역시",부산광역시 수영구 수영로741번길 12,부산광역시 수영구 수영동 512-1,다목적,1,200,100m이내,30,2014-01,051-888-2991,35.170220,129.115705,2018-04-30
"부산광역시",부산광역시 수영구 연수로357번길 21,부산광역시 수영구 수영동 465-6,다목적,1,200,100m이내,30,2014-01,051-888-2991,35.170220,129.115705,2018-04-30
"부산광역시",부산광역시 수영구 수미로26번길 39,부산광역시 수영구 수영동 475-22,다목적,1,200,100m이내,30,2014-01,051-888-2991,35.170220,129.115705,2018-04-30
"부산광역시",부산광역시 수영구 연수로415번길 36,부산광역시 수영구 수영동 292-1,다목적,1,200,100m이내,30,2014-01,051-888-2991,35.170220,129.115705,2018-04-30
"부산광역시",부산광역시 남구 신정번영로 11 (대연1동),부산광역시 남구 대연1동 1614-8,다목적,1,200,100m이내,30,2015-01,051-888-2991,35.133981,129.080645,2018-04-30
"부산광역시",부산광역시 해운대구 해운대로38번길 60,부산광역시 해운대구 반여1동 1490-25,다목적,1,200,100m이내,30,2015-01,051-888-2991,35.191974,129.118667,2018-04-30
"부산광역시","부산광역시 남구 동제당로191번길 79, 대연빌라)",부산광역시 남구 대연1동 1623-161,다목적,1,200,100m이내,30,2009-02,051-888-2991,35.130373,129.080034,2018-04-30
"부산광역시",부산광역시 남구 수영로168번길 63,부산광역시 남구 대연1동 1216-3,다목적,1,200,100m이내,30,2009-02,051-888-2991,35.132527,129.086976,2018-04-30
"부산광역시",부산광역시 남구 전포대로68번길 20-2,부산광역시 남구 문현2동 488-112,다목적,1,200,100m이내,30,2009-02,051-888-2991,35.142748,129.068025,2018-04-30
"부산광역시",부산광역시 사상구 진사로36번길 17,부산광역시 사상구 주례동 83-25,다목적,1,200,100m이내,30,2009-02,051-888-2991,35.147717,129.015457,2018-04-30
"부산광역시",부산광역시 사상구 진사로24번길 9,부산광역시 사상구 주례동 54-227,다목적,1,200,100m이내,30,2009-02,051-888-2991,35.149326,129.015694,2018-04-30
"부산광역시",부산광역시 사상구 주감로 231,부산광역시 사상구 주례동 218-5,다목적,1,200,100m이내,30,2009-02,051-888-2991,35.151768,129.011190,2018-04-30
"부산광역시",부산광역시 사상구 새벽시장로56번가길 12,부산광역시 사상구 감전동 601-7,다목적,1,200,100m이내,30,2009-02,051-888-2991,35.154810,128.979296,2018-04-30
"부산광역시",부산광역시 사상구 새벽로167번길 40,부산광역시 사상구 감전동 123-29,다목적,1,200,100m이내,30,2009-02,051-888-2991,35.156491,128.981098,2018-04-30
"부산광역시",부산광역시 사상구 강선로22번길 28,부산광역시 사상구 덕포동 121-35,다목적,1,200,100m이내,30,2009-02,051-888-2991,35.167941,128.985173,2018-04-30
"부산광역시",부산광역시 사상구 낙동대로 1231,부산광역시 사상구 삼락동 617-3,다목적,1,200,100m이내,30,2009-02,051-888-2991,35.168616,128.975161,2018-04-30
"부산광역시",부산광역시 사상구 강선로 13,부산광역시 사상구 덕포동 665,다목적,1,200,100m이내,30,2009-02,051-888-2991,35.168942,128.983509,2018-04-30
"부산광역시",부산광역시 수영구 연수로260번길 3,부산광역시 수영구 망미1동 825-7,다목적,1,200,100m이내,30,2009-02,051-888-2991,35.169483,129.109915,2018-04-30
"부산광역시",부산광역시 수영구 광남로48번길 12,부산광역시 수영구 남천2동 6-17,다목적,1,200,100m이내,30,2009-02,051-888-2991,35.169483,129.109915,2018-04-30
"부산광역시",부산광역시 수영구 광안해변로 418,부산광역시 수영구 민락동 108,다목적,1,200,100m이내,30,2009-02,051-888-2991,35.169483,129.109915,2018-04-30
"부산광역시",부산광역시 수영구 수미로35번길 27,부산광역시 수영구 망미2동 268-2,다목적,1,200,100m이내,30,2009-02,051-888-2991,35.169483,129.109915,2018-04-30
"부산광역시",부산광역시 수영구 망미번영로70번길 75,부산광역시 수영구 수영동 350,다목적,1,200,100m이내,30,2009-02,051-888-2991,35.169483,129.109915,2018-04-30
"부산광역시",부산광역시 수영구 무학로9번길 3,부산광역시 수영구 광안1동 114-2,다목적,1,200,100m이내,30,2009-02,051-888-2991,35.169483,129.109915,2018-04-30
"부산광역시",부산광역시 수영구 황령대로489번길 27-10,부산광역시 수영구 남천1동 255,다목적,1,200,100m이내,30,2009-02,051-888-2991,35.169483,129.109915,2018-04-30
"부산광역시",부산광역시 사상구 모라로46번길 28,부산광역시 사상구 모라1동 656-40,다목적,1,200,100m이내,30,2009-02,051-888-2991,35.189361,128.986056,2018-04-30
"부산광역시",부산광역시 사상구 삼락동 29-8,부산광역시 사상구 삼락동 29-8,다목적,1,200,100m이내,30,2009-02,051-888-2991,35.189835,128.978175,2018-04-30
"부산광역시",부산광역시 영도구 태종로 826,부산광역시 영도구 동삼2동 985,다목적,1,200,100m이내,30,2010-02,051-888-2991,35.063192,129.081113,2018-04-30
"부산광역시",부산광역시 영도구 함지로 8,부산광역시 영도구 동삼1동 1124,다목적,1,200,100m이내,30,2010-02,051-888-2991,35.071576,129.061724,2018-04-30
"부산광역시",부산광역시 영도구 중리로 35,부산광역시 영도구 동삼1동 510-3,다목적,1,200,100m이내,30,2010-02,051-888-2991,35.074298,129.068256,2018-04-30
"부산광역시","부산광역시 강서구 명지오션시티6로 33, 엘크루 블루오션",부산광역시 강서구 명지동 3229-31,다목적,1,200,100m이내,30,2010-02,051-888-2991,35.082079,128.907888,2018-04-30
"부산광역시",부산광역시 영도구 영선대로 65,부산광역시 영도구 영선동 3가 35-1,다목적,1,200,100m이내,30,2010-02,051-888-2991,35.087053,129.041489,2018-04-30
"부산광역시",부산광역시 영도구 태종로 422번길 48,부산광역시 영도구 청학2동 69-77,다목적,1,200,100m이내,30,2010-02,051-888-2991,35.088295,129.066404,2018-04-30
"부산광역시",부산광역시 영도구 해돋이2길 240,부산광역시 영도구 청학1동 468-366,다목적,1,200,100m이내,30,2010-02,051-888-2991,35.089996,129.055919,2018-04-30
"부산광역시",부산광역시 강서구 녹산동 1631,부산광역시 강서구 녹산동 1631,다목적,1,200,100m이내,30,2010-02,051-888-2991,35.090064,128.854056,2018-04-30
"부산광역시",부산광역시 영도구 절영로13번길 35,부산광역시 영도구 봉래동 2가 23-31,다목적,1,200,100m이내,30,2010-02,051-888-2991,35.092544,129.041716,2018-04-30
"부산광역시",부산광역시 영도구 청학1동 412,부산광역시 영도구 청학1동 412,다목적,1,200,100m이내,30,2010-02,051-888-2991,35.093338,129.058553,2018-04-30
"부산광역시",부산광역시 영도구 봉래나루로246번길 19,부산광역시 영도구 봉래동 4가 18,다목적,1,200,100m이내,30,2010-02,051-888-2991,35.094666,129.045644,2018-04-30
"부산광역시",부산광역시 남구 동명로105번길 65,부산광역시 남구 용호1동 66-2,다목적,1,200,100m이내,30,2010-02,051-888-2991,35.123057,129.108213,2018-04-30
"부산광역시",부산광역시 강서구 구랑동1146-75,부산광역시 강서구 구랑동1146-75,다목적,1,200,100m이내,30,2010-02,051-888-2991,35.132303,128.861268,2018-04-30
"부산광역시",부산광역시 사상구 대동로107번길 9-8,부산광역시 사상구 학장동 585-6,다목적,1,200,100m이내,30,2010-02,051-888-2991,35.140203,128.979008,2018-04-30
"부산광역시",부산광역시 사상구 대동로 205,부산광역시 사상구 학장동 242-1,다목적,1,200,100m이내,30,2010-02,051-888-2991,35.145537,128.984672,2018-04-30
"부산광역시",부산광역시 부산진구 양지로 14번길 16,부산광역시 부산진구 부암1동 680-1,다목적,1,200,100m이내,30,2010-02,051-888-2991,35.148417,129.052722,2018-04-30
"부산광역시",부산광역시 부산진구 신암로 56,부산광역시 부산진구 범천2동 1258-41,다목적,1,200,100m이내,30,2010-02,051-888-2991,35.148417,129.052722,2018-04-30
"부산광역시",부산광역시 부산진구 경마장로 1,부산광역시 부산진구 범전동 63-3,다목적,1,200,100m이내,30,2010-02,051-888-2991,35.148417,129.052722,2018-04-30
"부산광역시",부산광역시 부산진구 전포대로 255번길 38,부산광역시 부산진구 전포1동 188-10,다목적,1,200,100m이내,30,2010-02,051-888-2991,35.148417,129.052722,2018-04-30
"부산광역시",부산광역시 부산진구 성지로 104번길 26,부산광역시 부산진구 전포2동 655,다목적,1,200,100m이내,30,2010-02,051-888-2991,35.148417,129.052722,2018-04-30
"부산광역시",부산광역시 부산진구 신암로 39번길 38,부산광역시 부산진구 범천1동 727-7,다목적,1,200,100m이내,30,2010-02,051-888-2991,35.148417,129.052722,2018-04-30
"부산광역시",부산광역시 부산진구 동성로 76번길 28,부산광역시 부산진구 양정1동 367-5,다목적,1,200,100m이내,30,2010-02,051-888-2991,35.148417,129.052722,2018-04-30
"부산광역시",부산광역시 부산진구 가야대로 747번길 64,부산광역시 부산진구 초읍동 26,다목적,1,200,100m이내,30,2010-02,051-888-2991,35.148417,129.052722,2018-04-30
"부산광역시",부산광역시 부산진구 엄광로 328,부산광역시 부산진구 범천2동 1287-65,다목적,1,200,100m이내,30,2010-02,051-888-2991,35.148417,129.052722,2018-04-30
"부산광역시",부산광역시 부산진구 신암로 56,부산광역시 부산진구 범천2동 1258-41,다목적,1,200,100m이내,30,2010-02,051-888-2991,35.148417,129.052722,2018-04-30
"부산광역시",부산광역시 부산진구 골드테마길 23,부산광역시 부산진구 가야1동 12,다목적,1,200,100m이내,30,2010-02,051-888-2991,35.148417,129.052722,2018-04-30
"부산광역시",부산광역시 사상구 사상로 22,부산광역시 사상구 주례1동 720-12,다목적,1,200,100m이내,30,2010-02,051-888-2991,35.151325,128.997667,2018-04-30
"부산광역시",부산광역시 사상구 양지로 18,부산광역시 사상구 주례2동 314,다목적,1,200,100m이내,30,2010-02,051-888-2991,35.154066,129.004984,2018-04-30
"부산광역시",부산광역시 사상구 사상로181번길 45,부산광역시 사상구 괘법동 556-6,다목적,1,200,100m이내,30,2010-02,051-888-2991,35.158700,128.986130,2018-04-30
"부산광역시",부산광역시 사상구 사상로148번길 13,부산광역시 사상구 괘법동 551-9,다목적,1,200,100m이내,30,2010-02,051-888-2991,35.159504,128.988183,2018-04-30
"부산광역시",부산광역시 사상구 사상로 194,부산광역시 사상구 괘법동 546-12,다목적,1,200,100m이내,30,2010-02,051-888-2991,35.161834,128.984566,2018-04-30
"부산광역시",부산광역시 사상구 운산로 65,부산광역시 사상구 덕포1동 693,다목적,1,200,100m이내,30,2010-02,051-888-2991,35.167270,128.983633,2018-04-30
"부산광역시",부산광역시 수영구 망미배산로48번길 85-15,부산광역시 수영구 망미1동 920,다목적,1,200,100m이내,30,2010-02,051-888-2991,35.169483,129.109915,2018-04-30
"부산광역시",부산광역시 수영구 남천서로 14,부산광역시 수영구 남천1동 69-27,다목적,1,200,100m이내,30,2010-02,051-888-2991,35.169483,129.109915,2018-04-30
"부산광역시",부산광역시 수영구 무학로9번길 119,부산광역시 수영구 광안3동 51-11,다목적,1,200,100m이내,30,2010-02,051-888-2991,35.169483,129.109915,2018-04-30
"부산광역시",부산광역시 수영구 수영로666번길 13,부산광역시 수영구 광안3동 89-17,다목적,1,200,100m이내,30,2010-02,051-888-2991,35.169483,129.109915,2018-04-30
"부산광역시",부산광역시 수영구 호암로 56-2,부산광역시 수영구 광안4동 1194-2,다목적,1,200,100m이내,30,2010-02,051-888-2991,35.169483,129.109915,2018-04-30
"부산광역시",부산광역시 수영구 광남로257번길 12,부산광역시 수영구 민락동 12-1,다목적,1,200,100m이내,30,2010-02,051-888-2991,35.169483,129.109915,2018-04-30
"부산광역시",부산광역시 수영구 좌수영로101번길 32,부산광역시 수영구 망미2동 209-8,다목적,1,200,100m이내,30,2010-02,051-888-2991,35.169483,129.109915,2018-04-30
"부산광역시",부산광역시 수영구 과정로91번길 42,부산광역시 수영구 망미1동 554-23,다목적,1,200,100m이내,30,2010-02,051-888-2991,35.169483,129.109915,2018-04-30
"부산광역시",부산광역시 수영구 과정로41번길 22,부산광역시 수영구 망미1동 442-12,다목적,1,200,100m이내,30,2010-02,051-888-2991,35.169483,129.109915,2018-04-30
"부산광역시",부산광역시 수영구 연수로310번길 91,부산광역시 수영구 망미1동 760,다목적,1,200,100m이내,30,2010-02,051-888-2991,35.169483,129.109915,2018-04-30
"부산광역시",부산광역시 사상구 삼덕로 310번길 54,부산광역시 사상구 덕포동 198,다목적,1,200,100m이내,30,2010-02,051-888-2991,35.171949,128.986126,2018-04-30
"부산광역시",부산광역시 사상구 삼덕로 24,부산광역시 사상구 삼락동 409-17,다목적,1,200,100m이내,30,2010-02,051-888-2991,35.172783,128.979117,2018-04-30
"부산광역시",부산광역시 사상구 삼덕로 83,부산광역시 사상구 덕포2동 406-1,다목적,1,200,100m이내,30,2010-02,051-888-2991,35.173397,128.986480,2018-04-30
"부산광역시",부산광역시 강서구 공항로811번가길 30,부산광역시 강서구 대저2동 2011-2,다목적,1,200,100m이내,30,2010-02,051-888-2991,35.178932,128.957093,2018-04-30
"부산광역시",부산광역시 강서구 강동동2538-8,부산광역시 강서구 강동동2538-8,다목적,1,200,100m이내,30,2010-02,051-888-2991,35.188920,128.921358,2018-04-30
"부산광역시",부산광역시 사상구 사상로531번길 24,부산광역시 사상구 모라1동 281-5,다목적,1,200,100m이내,30,2010-02,051-888-2991,35.191690,128.989678,2018-04-30
"부산광역시",부산광역시 기장군 시랑리 392-1,부산광역시 기장군 시랑리 392-1,다목적,1,200,100m이내,30,2010-02,051-888-2991,35.194238,129.220359,2018-04-30
"부산광역시",부산광역시 북구 만덕대로65번길 50,부산광역시 북구 덕천동 320-1,다목적,1,200,100m이내,30,2010-02,051-888-2991,35.199250,129.007016,2018-04-30
"부산광역시",부산광역시 북구 만덕대로39번길 45,부산광역시 북구 덕천동 323-7,다목적,1,200,100m이내,30,2010-02,051-888-2991,35.199250,129.007016,2018-04-30
"부산광역시",부산광역시 북구 학사로 192,부산광역시 북구 화명동 2258,다목적,1,200,100m이내,30,2010-02,051-888-2991,35.199250,129.007016,2018-04-30
"부산광역시",부산광역시 북구 효열로235번길 14,부산광역시 북구 금곡동 56-1,다목적,1,200,100m이내,30,2010-02,051-888-2991,35.199250,129.007016,2018-04-30
"부산광역시",부산광역시 북구 금곡대로229번길 88,부산광역시 북구 화명동 2302,다목적,1,200,100m이내,30,2010-02,051-888-2991,35.199250,129.007016,2018-04-30
"부산광역시",부산광역시 북구 화명신도시로 197,부산광역시 북구 금곡동 1896,다목적,1,200,100m이내,30,2010-02,051-888-2991,35.199250,129.007016,2018-04-30
"부산광역시",부산광역시 북구 화명신도시로 53,부산광역시 북구 화명동 2305,다목적,1,200,100m이내,30,2010-02,051-888-2991,35.199250,129.007016,2018-04-30
"부산광역시",부산광역시 북구 화명대로94번길 83,부산광역시 북구 화명동 755,다목적,1,200,100m이내,30,2010-02,051-888-2991,35.199250,129.007016,2018-04-30
"부산광역시",부산광역시 북구 화명대로 97-25,부산광역시 북구 화명동 732-1,다목적,1,200,100m이내,30,2010-02,051-888-2991,35.199250,129.007016,2018-04-30
"부산광역시",부산광역시 북구 덕천2길 10,부산광역시 북구 구포동 133,다목적,1,200,100m이내,30,2010-02,051-888-2991,35.199250,129.007016,2018-04-30
"부산광역시",부산광역시 북구 화명신도시로 159,부산광역시 북구 화명동 2261,다목적,1,200,100m이내,30,2010-02,051-888-2991,35.199250,129.007016,2018-04-30
"부산광역시",부산광역시 북구 산성로 87-10,부산광역시 북구 화명동 507,다목적,1,200,100m이내,30,2010-02,051-888-2991,35.199250,129.007016,2018-04-30
