"관리기관명",소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치년월,관리기관전화번호,위도,경도,데이터기준일자
"서울특별시 은평구청",서울특별시 은평구 녹번로 19,서울특별시 은평구 녹번동 100-85,기타,1,41,360도 전방면,30,2011-12,02-351-8007,37.604202,126.926985,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 녹번로3가길 4-6,서울특별시 은평구 녹번동 104-7,기타,2,200,360도 전방면,30,2014-12,02-351-8007,37.606104,126.927470,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 서오릉로 지하 47,서울특별시 은평구 녹번동 153-1,기타,1,41,360도 전방면,30,2010-12,02-351-8007,37.605146,126.922984,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 서오릉로 지하 47,서울특별시 은평구 녹번동 153-1,기타,1,41,360도 전방면,30,2010-12,02-351-8007,37.605613,126.923128,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 서오릉로 지하 47,서울특별시 은평구 녹번동 153-1,기타,1,41,360도 전방면,30,2010-12,02-351-8007,37.605418,126.923061,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 은평로13길 35,서울특별시 은평구 녹번동 158-1,기타,1,41,360도 전방면,30,2011-12,02-351-8007,37.604109,126.923617,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 은평로13길 35,서울특별시 은평구 녹번동 158-1,기타,1,41,360도 전방면,30,2011-12,02-351-8007,37.604109,126.923617,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 은평로13길 35,서울특별시 은평구 녹번동 158-1,다목적,1,200,180도,30,2017-12,02-351-6383,37.604109,126.923617,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 녹번로1길 1,서울특별시 은평구 녹번동 85-1,기타,1,200,360도 전방면,30,2010-12,02-351-8007,37.603986,126.927514,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 녹번로1길 1,서울특별시 은평구 녹번동 85-1,기타,1,200,180도,30,2016-11,02-351-8007,37.603565,126.927064,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 녹번로1길 1,서울특별시 은평구 녹번동 85-1,기타,2,200,360도 전방면,30,2013-12,02-351-8007,37.603919,126.927553,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 녹번로1길 1,서울특별시 은평구 녹번동 85-1,다목적,1,200,180도,30,2017-12,02-351-6383,37.603919,126.927553,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 녹번로 60-12,서울특별시 은평구 녹번동 95-44,기타,1,200,360도 전방면,30,2009-12,02-351-8007,37.605498,126.930985,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 은평로21길 14-26,서울특별시 은평구 녹번동 산28-6,기타,1,200,180도,30,2015-12,02-351-8007,37.602944,126.932403,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 연서로22길 9-30,서울특별시 은평구 대조동 212,기타,1,200,180도,30,2015-12,02-351-8007,37.615636,126.920012,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 연서로22길 9-30,서울특별시 은평구 대조동 212,기타,1,200,180도,30,2015-12,02-351-8007,37.615508,126.919963,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 연서로22길 9-30,서울특별시 은평구 대조동 212,기타,1,200,180도,30,2015-12,02-351-8007,37.615542,126.919751,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 연서로22길 9-30,서울특별시 은평구 대조동 212,다목적,1,200,180도,30,2017-12,02-351-6383,37.615542,126.919751,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 불광로9길 15,서울특별시 은평구 불광동 236-2(5),기타,2,200,360도 전방면,30,2014-12,02-351-8007,37.616366,126.931450,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 통일로68가길 16,서울특별시 은평구 불광동 270-11,기타,2,200,360도 전방면,30,2014-12,02-351-8007,37.613618,126.929643,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 연서로32길 9-3,서울특별시 은평구 불광동 339,기타,1,41,360도 전방면,30,2010-12,02-351-8007,37.619730,126.924984,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 연서로32길 9-3,서울특별시 은평구 불광동 339,기타,1,200,360도 전방면,30,2016-11,02-351-8007,37.619730,126.924984,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 연서로37가길 10-12,서울특별시 은평구 불광동 444-1,기타,1,200,360도 전방면,30,2010-12,02-351-8007,37.625326,126.926307,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 연서로37가길 10-12,서울특별시 은평구 불광동 444-1,기타,1,200,360도 전방면,30,2010-12,02-351-8007,37.625326,126.926307,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 연서로37길 41,서울특별시 은평구 불광동 444-15,기타,1,200,180도,30,2015-12,02-351-8007,37.624873,126.927291,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 연서로37길 41,서울특별시 은평구 불광동 444-15,기타,1,200,180도,30,2015-12,02-351-8007,37.624873,126.927291,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 연서로41가길 30-8,서울특별시 은평구 불광동 448-51,기타,1,200,360도 전방면,30,2010-12,02-351-8007,37.626386,126.925454,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 연서로43길 6,서울특별시 은평구 불광동 69,기타,2,200,360도 전방면,30,2014-12,02-351-8007,37.626808,126.928711,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 진흥로 267,서울특별시 은평구 불광동 산42-5 (불광동630-26),기타,1,130,360도 전방면,30,2012-12,02-351-8007,37.611541,126.940976,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 진흥로 267,서울특별시 은평구 불광동 산42-5,기타,1,130,360도 전방면,30,2012-12,02-351-8007,37.611377,126.940040,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 진흥로 267,서울특별시 은평구 불광동 산42-5,기타,1,130,360도 전방면,30,2012-12,02-351-8007,37.610967,126.939463,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 은평터널로 43-45(입구쪽),서울특별시 은평구 수색동 산21-1 봉산공원,기타,1,200,180도,30,2015-12,02-351-8007,37.585613,126.896857,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 은평터널로 43-45(공원안쪽),서울특별시 은평구 수색동 산21-1 봉산공원,기타,1,200,180도,30,2016-11,02-351-8007,37.586263,126.897576,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 가좌로11나길 33-2,서울특별시 은평구 신사동 237-177,기타,1,200,360도 전방면,30,2009-12,02-351-8007,37.595443,126.904688,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 가좌로11나길 33-2,서울특별시 은평구 신사동 237-177,기타,2,200,180도,30,2016-11,02-351-8007,37.595443,126.904688,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 가좌로11나길 33-2,서울특별시 은평구 신사동 237-177,기타,1,41,360도 전방면,30,2009-12,02-351-8007,37.595443,126.904688,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 증산로21길 25,서울특별시 은평구 신사동 31-2,기타,1,200,360도 전방면,30,2016-11,02-351-8007,37.596099,126.911708,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 증산로21길 25,서울특별시 은평구 신사동 31-2,기타,1,200,360도 전방면,30,2010-12,02-351-8007,37.595985,126.911761,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 증산로21길 25,서울특별시 은평구 신사동 31-2,다목적,1,200,180도,30,2017-12,02-351-6383,37.595985,126.911761,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 은평로3가길 34,서울특별시 은평구 신사동 5-21,기타,1,41,360도 전방면,30,2011-12,02-351-8007,37.598914,126.911312,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 은평로3가길 34,서울특별시 은평구 신사동 5-21,기타,1,41,360도 전방면,30,2011-12,02-351-8007,37.598914,126.911312,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 은평로3가길 34,서울특별시 은평구 신사동 5-21,다목적,1,200,180도,30,2017-12,02-351-6383,37.598914,126.911312,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 가좌로 275-2,서울특별시 은평구 신사동 98-5,기타,1,130,360도 전방면,30,2012-12,02-351-8007,37.592782,126.909197,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 증산로17길 49-1,서울특별시 은평구 신사동 산80-58,기타,2,41,180도,30,2011-12,02-351-8007,37.591473,126.908500,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 증산로17가길 15-11,서울특별시 은평구 신사동 98-6,기타,1,200,180도,30,2016-11,02-351-8007,37.591916,126.911692,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 연서로6길 8-1,서울특별시 은평구 역촌동 32-36,기타,3,200,360도 전방면,30,2013-12,02-351-8007,37.604083,126.916755,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 연서로6길 8-1,서울특별시 은평구 역촌동 32-36,다목적,1,200,180도,30,2017-12,02-351-6383,37.604101,126.916650,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 진흥로1길 9,서울특별시 은평구 역촌동 39-2,기타,1,200,360도 전방면,30,2009-12,02-351-8007,37.601006,126.918475,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 진흥로1길 9,서울특별시 은평구 역촌동 39-2,기타,1,200,360도 전방면,30,2009-12,02-351-8007,37.601006,126.918475,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 진흥로1길 9,서울특별시 은평구 역촌동 39-2,다목적,1,200,180도,30,2017-12,02-351-6383,37.601082,126.918472,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 갈현로14길 32,서울특별시 은평구 역촌동 47-1,기타,1,200,360도 전방면,30,2009-12,02-351-8007,37.606752,126.914170,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 갈현로14길 32,서울특별시 은평구 역촌동 47-1,기타,1,200,360도 전방면,30,2009-12,02-351-8007,37.606752,126.914170,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 갈현로14길 32,서울특별시 은평구 역촌동 47-1,다목적,1,200,180도,30,2017-12,02-351-6383,37.606884,126.914234,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 연서로10길 3-20,서울특별시 은평구 역촌동 8-19,기타,3,200,360도 전방면,30,2013-12,02-351-8007,37.608767,126.916455,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 은평로8길 28,서울특별시 은평구 응암동 115-25,기타,1,200,180도,30,2015-12,02-351-8007,37.598214,126.919517,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 은평로8길 28,서울특별시 은평구 응암동 115-25,기타,1,200,180도,30,2015-12,02-351-8007,37.598078,126.919310,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 응암로25길 8,서울특별시 은평구 응암동 120-22,기타,1,200,360도 전방면,30,2010-12,02-351-8007,37.595367,126.917374,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 응암로25길 8,서울특별시 은평구 응암동 120-22,기타,1,200,360도 전방면,30,2010-12,02-351-8007,37.595367,126.917374,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 응암로22길 9-9 앞,서울특별시 은평구 응암동 427-76,기타,2,200,360도 전방면,30,2014-12,02-351-8007,37.594375,126.919492,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 백련산로10 옆 공원,서울특별시 은평구 응암동 670-25,기타,1,200,360도 전방면,30,2017-11,02-351-8007,37.586598,126.922971,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 백련산로10 옆 공원,서울특별시 은평구 응암동 670-25,기타,1,200,360도 전방면,30,2017-11,02-351-8007,37.586951,126.922974,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 백련산로10 옆 공원,서울특별시 은평구 응암동 670-25,기타,1,200,360도 전방면,30,2017-11,02-351-8007,37.587213,126.923381,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 응암로12길 26 옆,서울특별시 은평구 응암동 751-24(22),기타,1,41,360도 전방면,30,2011-12,02-351-8007,37.587135,126.919025,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 응암로12길 26 옆,서울특별시 은평구 응암동 751-24(22),기타,1,41,360도 전방면,30,2011-12,02-351-8007,37.587135,126.919025,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 은평로11길 10,서울특별시 은평구 응암동 85-41,기타,2,200,360도 전방면,30,2014-12,02-351-8007,37.601502,126.923449,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 백련산로4길 26,서울특별시 은평구 응암동 산6-48,기타,1,200,180도,30,2015-12,02-351-8007,37.593947,126.927245,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 백련산로4길 26,서울특별시 은평구 응암동 산6-48,기타,1,200,180도,30,2015-12,02-351-8007,37.594223,126.926140,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 백련산로4길 26,서울특별시 은평구 응암동 산6-48,기타,1,200,180도,30,2015-12,02-351-8007,37.594519,126.925167,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 증산로11길 5 (증산동),서울특별시 은평구 증산동 163-34,기타,1,200,360도 전방면,30,2009-12,02-351-8007,37.586711,126.911699,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 증산로11길 5 (증산동),서울특별시 은평구 증산동 163-34,기타,1,200,360도 전방면,30,2009-12,02-351-8007,37.586711,126.911699,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 증산로11길 5 (증산동),서울특별시 은평구 증산동 163-34,다목적,1,200,180도,30,2017-12,02-351-6383,37.586711,126.911698,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 증산로1길 6-21 (증산동),서울특별시 은평구 증산동 180-1,기타,3,200,360도 전방면,30,2013-12,02-351-8007,37.579982,126.904130,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 증산로5길 13,서울특별시 은평구 증산동 185-1,기타,2,200,360도 전방면,30,2013-12,02-351-8007,37.582773,126.906552,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 증산로5길 13,서울특별시 은평구 증산동 185-1,기타,2,200,360도 전방면,30,2013-12,02-351-8007,37.582773,126.906552,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 증산로5길 13,서울특별시 은평구 증산동 185-1,다목적,1,200,180도,30,2017-12,02-351-6383,37.582999,126.906555,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 증산로5길 35-27,서울특별시 은평구 증산동 산18-6,기타,1,200,360도 전방면,30,2016-11,02-351-8007,37.584139,126.902725,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 증산로5길 35-27,서울특별시 은평구 증산동 산18-6,기타,1,200,180도,30,2016-11,02-351-8007,37.583687,126.902650,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 증산로5길 35-27,서울특별시 은평구 증산동 산18-6,기타,1,130,360도 전방면,30,2012-12,02-351-8007,37.585216,126.902702,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 증산로5길 35-27,서울특별시 은평구 증산동 산18-6,기타,5,200,360도 전방면,30,2014-12,02-351-8007,37.584786,126.903762,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 증산로5길 35-27,서울특별시 은평구 증산동 산18-6,기타,3,200,360도 전방면,30,2014-12,02-351-8007,37.585197,126.904164,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 증산로5길 35-27,서울특별시 은평구 증산동 산18-6,기타,2,200,360도 전방면,30,2013-12,02-351-8007,37.584955,126.902327,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 진관2로 111-7,서울특별시 은평구 진관동 218-27,기타,2,200,360도 전방면,30,2014-12,02-351-8007,37.635551,126.930200,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 진관2로 111-7,서울특별시 은평구 진관동 218-27,기타,2,200,360도 전방면,30,2014-12,02-351-8007,37.635188,126.930211,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 갈현로47길 42-39,서울특별시 은평구 진관동 산110-17,기타,3,200,360도 전방면,30,2013-12,02-351-8007,37.629762,126.916429,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 갈현로47길 42-39,서울특별시 은평구 진관동 산110-17,기타,2,130,360도 전방면,30,2012-12,02-351-8007,37.630073,126.916474,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 갈현로47길 42-39,서울특별시 은평구 진관동 산110-17,기타,2,130,360도 전방면,30,2012-12,02-351-8007,37.631048,126.914835,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 갈현로47길 42-39,서울특별시 은평구 진관동 산110-17,다목적,1,200,180도,30,2017-12,02-351-6383,37.630597,126.915790,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 갈현로1길 21,서울특별시 은평구 신사동 18-24,다목적,1,200,360도 전방면,30,2010-12,02-351-6383,37.599391,126.907672,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 가좌로 342,서울특별시 은평구 신사동 19-117,다목적,1,200,360도 전방면,30,2010-12,02-351-6383,37.597827,126.907845,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 가좌로11길 5,서울특별시 은평구 신사동 230-4,다목적,1,200,360도 전방면,30,2010-12,02-351-6383,37.596478,126.907569,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 가좌로 361,서울특별시 은평구 신사동 238-2(학교후문),다목적,1,200,360도 전방면,30,2010-12,02-351-6383,37.598014,126.905726,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 가좌로11가길 12-11,서울특별시 은평구 신사동 240-1,다목적,1,200,360도 전방면,30,2010-12,02-351-6383,37.597672,126.905908,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 가좌로 345,서울특별시 은평구 신사동 242-10,다목적,1,200,360도 전방면,30,2010-12,02-351-6383,37.596995,126.907056,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 갈현로1길 36,서울특별시 은평구 신사동 370,다목적,1,200,360도 전방면,30,2010-12,02-351-6383,37.599584,126.905272,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 가좌로 325,서울특별시 은평구 신사동 41-1,다목적,1,200,360도 전방면,30,2010-12,02-351-6383,37.596404,126.908831,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 갈현로45가길 14,서울특별시 은평구 갈현동 12-155,생활방범,1,200,360도 전방면,30,2013-12,02-351-6383,37.627246,126.915033,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 갈현로47가길 2,서울특별시 은평구 갈현동 12-85,생활방범,1,200,360도 전방면,30,2013-12,02-351-6383,37.628025,126.917244,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 연서로29길 17,서울특별시 은평구 갈현동 453-3,생활방범,1,200,360도 전방면,30,2013-12,02-351-6383,37.619131,126.918520,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 갈현로45길 13-2,서울특별시 은평구 갈현동 8-23,생활방범,1,200,360도 전방면,30,2013-12,02-351-6383,37.616512,126.916790,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 연서로15길 23-8,서울특별시 은평구 구산동 7-19,생활방범,1,200,360도 전방면,30,2013-12,02-351-6383,37.610700,126.913704,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 서오릉로 64-5,서울특별시 은평구 녹번동 144-45,생활방범,1,200,360도 전방면,30,2013-12,02-351-6383,37.606393,126.923454,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 녹번로4길 6-1,서울특별시 은평구 녹번동 94-16,생활방범,1,200,360도 전방면,30,2013-12,02-351-6383,37.605271,126.930440,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 불광로11길 4,서울특별시 은평구 불광동 238-28,생활방범,4,200,360도 전방면,30,2013-12,02-351-6383,37.616437,126.932320,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 통일로68길 12-16,서울특별시 은평구 불광동 272-19,생활방범,1,200,360도 전방면,30,2013-12,02-351-6383,37.611905,126.930258,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 통일로82길 32-1,서울특별시 은평구 불광동 484-6,생활방범,1,200,360도 전방면,30,2013-12,02-351-6383,37.622466,126.920511,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 수색로18길 45,서울특별시 은평구 수색동 348-10,생활방범,1,200,360도 전방면,30,2013-12,02-351-6383,37.586635,126.893149,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 갈현로5길 29,서울특별시 은평구 신사동 11-26,생활방범,1,200,360도 전방면,30,2013-12,02-351-6383,37.601020,126.907883,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 진흥로9길 6,서울특별시 은평구 역촌동 17-28,생활방범,1,200,360도 전방면,30,2013-12,02-351-6383,37.605520,126.921506,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 진흥로1길 28,서울특별시 은평구 역촌동 31-6,생활방범,1,200,360도 전방면,30,2013-12,02-351-6383,37.602689,126.919013,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 응암로 304,서울특별시 은평구 응암동 104-7 (노블요양병원 뒤 한전주),생활방범,1,200,360도 전방면,30,2013-12,02-351-6383,37.598445,126.921423,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 가좌로10길 29,서울특별시 은평구 응암동 579-7,생활방범,1,200,360도 전방면,30,2017-03,02-351-6383,37.593415,126.916986,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 응암로9길 19-6,서울특별시 은평구 응암동 593-2,생활방범,1,200,360도 전방면,30,2013-12,02-351-6383,37.587441,126.914296,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 은평로18길 12-12,서울특별시 은평구 응암동 73-23,생활방범,1,200,360도 전방면,30,2013-12,02-351-6383,37.600364,126.930817,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 가좌로7라길 32-1,서울특별시 은평구 응암동 742-16,생활방범,1,200,360도 전방면,30,2013-12,02-351-6383,37.583549,126.916495,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 증산로13길 24,서울특별시 은평구 증산동 134-5,생활방범,1,200,360도 전방면,30,2013-12,02-351-6383,37.588198,126.910342,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 갈현로45길 26,서울특별시 은평구 갈현동 12-22,다목적,1,200,360도 전방면,30,2008-12,02-351-6383,37.627573,126.916318,2018-02-20
"서울특별시 은평구청",서울특별시 은평구 서오릉로21길 26,서울특별시 은평구 갈현동 363-2,다목적,6,200,360도 전방면,30,2008-12,02-351-6383,37.613576,126.908271,2018-02-20
